Address,USB0::0x2A8D::0x5001::MY58002415::0::INSTR,,,,,,,,,,,,,,,,
Model,DAQ970A,,,,,,,,,,,,,,,,
Serial Number:,MY58002415,,,,,,,,,,,,,,,,
Firmware Version,A.02.01-01.00-02.01-00.02-01.02-03-02,,,,,,,,,,,,,,,,
Start Time,2026-02-03 11:32:10.784,,,,,,,,,,,,,,,,
Stop Time,2026-02-03 11:34:23.342,,,,,,,,,,,,,,,,
Data Log Stopped,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Instrument Configuration,,,,,,,,,,,,,,,,,
Modules,5,Slot 0,SCD,Slot 1,DAQM900A,Slot 2,DAQM901A,Slot 4,DAQ970A Computed Channels,Slot 10,Virtual Digitizer Channels,,,,,,
2026-02-03 11:32:35.076,239,2026-02-03 11:32:35.076,4.95127342,,,,,,,,,,,,,,
2026-02-03 11:32:35.162,240,2026-02-03 11:32:35.162,4.96940596,,,,,,,,,,,,,,
2026-02-03 11:32:35.262,241,2026-02-03 11:32:35.262,4.99021631,,,,,,,,,,,,,,
2026-02-03 11:32:35.362,242,2026-02-03 11:32:35.362,5.01095089,,,,,,,,,,,,,,
2026-02-03 11:32:35.462,243,2026-02-03 11:32:35.462,5.0315818,,,,,,,,,,,,,,
2026-02-03 11:32:35.562,244,2026-02-03 11:32:35.562,5.05214823,,,,,,,,,,,,,,
2026-02-03 11:32:35.750,245,2026-02-03 11:32:35.750,5.09057811,,,,,,,,,,,,,,
2026-02-03 11:32:35.787,246,2026-02-03 11:32:35.787,5.09806026,,,,,,,,,,,,,,
2026-02-03 11:32:35.880,247,2026-02-03 11:32:35.880,5.11684495,,,,,,,,,,,,,,
2026-02-03 11:32:35.962,248,2026-02-03 11:32:35.962,5.13358329,,,,,,,,,,,,,,
2026-02-03 11:32:36.102,249,2026-02-03 11:32:36.102,5.16163427,,,,,,,,,,,,,,
2026-02-03 11:32:36.163,250,2026-02-03 11:32:36.163,5.173824,,,,,,,,,,,,,,
2026-02-03 11:32:36.262,251,2026-02-03 11:32:36.262,5.19380787,,,,,,,,,,,,,,
2026-02-03 11:32:36.362,252,2026-02-03 11:32:36.362,5.21373013,,,,,,,,,,,,,,
2026-02-03 11:32:36.481,253,2026-02-03 11:32:36.481,5.23728979,,,,,,,,,,,,,,
2026-02-03 11:32:36.566,254,2026-02-03 11:32:36.566,5.25401083,,,,,,,,,,,,,,
2026-02-03 11:32:36.663,255,2026-02-03 11:32:36.663,5.27304263,,,,,,,,,,,,,,
2026-02-03 11:32:36.763,256,2026-02-03 11:32:36.763,5.29263379,,,,,,,,,,,,,,
2026-02-03 11:32:36.863,257,2026-02-03 11:32:36.863,5.31216159,,,,,,,,,,,,,,
2026-02-03 11:32:36.963,258,2026-02-03 11:32:36.963,5.33160435,,,,,,,,,,,,,,
2026-02-03 11:32:37.094,259,2026-02-03 11:32:37.094,5.35697191,,,,,,,,,,,,,,
2026-02-03 11:32:37.163,260,2026-02-03 11:32:37.163,5.37027351,,,,,,,,,,,,,,
2026-02-03 11:32:37.263,261,2026-02-03 11:32:37.263,5.38950959,,,,,,,,,,,,,,
2026-02-03 11:32:37.363,262,2026-02-03 11:32:37.363,5.40863456,,,,,,,,,,,,,,
2026-02-03 11:32:37.463,263,2026-02-03 11:32:37.463,5.42769424,,,,,,,,,,,,,,
2026-02-03 11:32:37.563,264,2026-02-03 11:32:37.563,5.44668118,,,,,,,,,,,,,,
2026-02-03 11:32:37.758,265,2026-02-03 11:32:37.758,5.48363311,,,,,,,,,,,,,,
2026-02-03 11:32:37.795,266,2026-02-03 11:32:37.795,5.49052357,,,,,,,,,,,,,,
2026-02-03 11:32:37.863,267,2026-02-03 11:32:37.863,5.50319234,,,,,,,,,,,,,,
2026-02-03 11:32:38.013,268,2026-02-03 11:32:38.013,5.53132694,,,,,,,,,,,,,,
2026-02-03 11:32:38.083,269,2026-02-03 11:32:38.083,5.54420706,,,,,,,,,,,,,,
2026-02-03 11:32:38.163,270,2026-02-03 11:32:38.163,5.55906125,,,,,,,,,,,,,,
2026-02-03 11:32:38.263,271,2026-02-03 11:32:38.263,5.57752801,,,,,,,,,,,,,,
2026-02-03 11:32:38.363,272,2026-02-03 11:32:38.363,5.5959276,,,,,,,,,,,,,,
2026-02-03 11:32:38.463,273,2026-02-03 11:32:38.463,5.61424884,,,,,,,,,,,,,,
2026-02-03 11:32:38.563,274,2026-02-03 11:32:38.563,5.63249685,,,,,,,,,,,,,,
2026-02-03 11:32:38.724,275,2026-02-03 11:32:38.724,5.66183606,,,,,,,,,,,,,,
2026-02-03 11:32:38.765,276,2026-02-03 11:32:38.765,5.66917717,,,,,,,,,,,,,,
2026-02-03 11:32:38.863,277,2026-02-03 11:32:38.863,5.68680505,,,,,,,,,,,,,,
2026-02-03 11:32:38.963,278,2026-02-03 11:32:38.963,5.70476549,,,,,,,,,,,,,,
2026-02-03 11:32:39.063,279,2026-02-03 11:32:39.063,5.72265328,,,,,,,,,,,,,,
2026-02-03 11:32:39.187,280,2026-02-03 11:32:39.187,5.74478752,,,,,,,,,,,,,,
2026-02-03 11:32:39.282,281,2026-02-03 11:32:39.282,5.76161397,,,,,,,,,,,,,,
2026-02-03 11:32:39.363,282,2026-02-03 11:32:39.363,5.77590548,,,,,,,,,,,,,,
2026-02-03 11:32:39.463,283,2026-02-03 11:32:39.463,5.79352047,,,,,,,,,,,,,,
2026-02-03 11:32:39.563,284,2026-02-03 11:32:39.563,5.81105639,,,,,,,,,,,,,,
2026-02-03 11:32:39.663,285,2026-02-03 11:32:39.663,5.82852906,,,,,,,,,,,,,,
2026-02-03 11:32:39.806,286,2026-02-03 11:32:39.806,5.85350186,,,,,,,,,,,,,,
2026-02-03 11:32:39.863,287,2026-02-03 11:32:39.863,5.86326019,,,,,,,,,,,,,,
2026-02-03 11:32:39.963,288,2026-02-03 11:32:39.963,5.88052252,,,,,,,,,,,,,,
2026-02-03 11:32:40.063,289,2026-02-03 11:32:40.063,5.89771354,,,,,,,,,,,,,,
2026-02-03 11:32:40.163,290,2026-02-03 11:32:40.163,5.91483721,,,,,,,,,,,,,,
2026-02-03 11:32:40.263,291,2026-02-03 11:32:40.263,5.93189097,,,,,,,,,,,,,,
2026-02-03 11:32:40.363,292,2026-02-03 11:32:40.363,5.94888756,,,,,,,,,,,,,,
2026-02-03 11:32:40.463,293,2026-02-03 11:32:40.463,5.96581074,,,,,,,,,,,,,,
2026-02-03 11:32:40.563,294,2026-02-03 11:32:40.563,5.98265607,,,,,,,,,,,,,,
2026-02-03 11:32:40.663,295,2026-02-03 11:32:40.663,5.99943309,,,,,,,,,,,,,,
2026-02-03 11:32:40.802,296,2026-02-03 11:32:40.802,6.02268955,,,,,,,,,,,,,,
2026-02-03 11:32:40.863,297,2026-02-03 11:32:40.863,6.03280898,,,,,,,,,,,,,,
2026-02-03 11:32:40.963,298,2026-02-03 11:32:40.963,6.04939416,,,,,,,,,,,,,,
2026-02-03 11:32:41.066,299,2026-02-03 11:32:41.066,6.06641722,,,,,,,,,,,,,,
2026-02-03 11:32:41.163,300,2026-02-03 11:32:41.163,6.08237148,,,,,,,,,,,,,,
2026-02-03 11:32:41.263,301,2026-02-03 11:32:41.263,6.09874203,,,,,,,,,,,,,,
2026-02-03 11:32:41.363,302,2026-02-03 11:32:41.363,6.11508813,,,,,,,,,,,,,,
2026-02-03 11:32:41.463,303,2026-02-03 11:32:41.463,6.1313441,,,,,,,,,,,,,,
2026-02-03 11:32:41.563,304,2026-02-03 11:32:41.563,6.14754806,,,,,,,,,,,,,,
2026-02-03 11:32:41.663,305,2026-02-03 11:32:41.663,6.16368957,,,,,,,,,,,,,,
2026-02-03 11:32:41.788,306,2026-02-03 11:32:41.788,6.18384821,,,,,,,,,,,,,,
2026-02-03 11:32:41.863,307,2026-02-03 11:32:41.863,6.19575573,,,,,,,,,,,,,,
2026-02-03 11:32:41.963,308,2026-02-03 11:32:41.963,6.21169853,,,,,,,,,,,,,,
2026-02-03 11:32:42.110,309,2026-02-03 11:32:42.110,6.23497209,,,,,,,,,,,,,,
2026-02-03 11:32:42.163,310,2026-02-03 11:32:42.163,6.2434147,,,,,,,,,,,,,,
2026-02-03 11:32:42.263,311,2026-02-03 11:32:42.263,6.25916002,,,,,,,,,,,,,,
2026-02-03 11:32:42.363,312,2026-02-03 11:32:42.363,6.27485498,,,,,,,,,,,,,,
2026-02-03 11:32:42.463,313,2026-02-03 11:32:42.463,6.29049539,,,,,,,,,,,,,,
2026-02-03 11:32:42.563,314,2026-02-03 11:32:42.563,6.30606735,,,,,,,,,,,,,,
2026-02-03 11:32:42.690,315,2026-02-03 11:32:42.690,6.32568781,,,,,,,,,,,,,,
2026-02-03 11:32:42.781,316,2026-02-03 11:32:42.781,6.33974755,,,,,,,,,,,,,,
2026-02-03 11:32:42.863,317,2026-02-03 11:32:42.863,6.35239645,,,,,,,,,,,,,,
2026-02-03 11:32:42.963,318,2026-02-03 11:32:42.963,6.36771802,,,,,,,,,,,,,,
2026-02-03 11:32:43.125,319,2026-02-03 11:32:43.125,6.39250783,,,,,,,,,,,,,,
2026-02-03 11:32:43.163,320,2026-02-03 11:32:43.163,6.39818164,,,,,,,,,,,,,,
2026-02-03 11:32:43.263,321,2026-02-03 11:32:43.263,6.41333349,,,,,,,,,,,,,,
2026-02-03 11:32:43.363,322,2026-02-03 11:32:43.363,6.42844116,,,,,,,,,,,,,,
2026-02-03 11:32:43.463,323,2026-02-03 11:32:43.463,6.44345293,,,,,,,,,,,,,,
2026-02-03 11:32:43.563,324,2026-02-03 11:32:43.563,6.45843128,,,,,,,,,,,,,,
2026-02-03 11:32:43.663,325,2026-02-03 11:32:43.663,6.47333882,,,,,,,,,,,,,,
2026-02-03 11:32:43.787,326,2026-02-03 11:32:43.787,6.49181385,,,,,,,,,,,,,,
2026-02-03 11:32:43.863,327,2026-02-03 11:32:43.863,6.50298056,,,,,,,,,,,,,,
2026-02-03 11:32:43.963,328,2026-02-03 11:32:43.963,6.51772823,,,,,,,,,,,,,,
2026-02-03 11:32:44.110,329,2026-02-03 11:32:44.110,6.53921248,,,,,,,,,,,,,,
2026-02-03 11:32:44.163,330,2026-02-03 11:32:44.163,6.54700329,,,,,,,,,,,,,,
2026-02-03 11:32:44.263,331,2026-02-03 11:32:44.263,6.56155835,,,,,,,,,,,,,,
2026-02-03 11:32:44.363,332,2026-02-03 11:32:44.363,6.57607562,,,,,,,,,,,,,,
2026-02-03 11:32:44.463,333,2026-02-03 11:32:44.463,6.59050275,,,,,,,,,,,,,,
2026-02-03 11:32:44.563,334,2026-02-03 11:32:44.563,6.60489258,,,,,,,,,,,,,,
2026-02-03 11:32:44.780,335,2026-02-03 11:32:44.780,6.63586083,,,,,,,,,,,,,,
2026-02-03 11:32:44.863,336,2026-02-03 11:32:44.863,6.64771988,,,,,,,,,,,,,,
2026-02-03 11:32:44.963,337,2026-02-03 11:32:44.963,6.66188234,,,,,,,,,,,,,,
2026-02-03 11:32:45.063,338,2026-02-03 11:32:45.063,6.67599652,,,,,,,,,,,,,,
2026-02-03 11:32:45.163,339,2026-02-03 11:32:45.163,6.69006262,,,,,,,,,,,,,,
2026-02-03 11:32:45.263,340,2026-02-03 11:32:45.263,6.70404243,,,,,,,,,,,,,,
2026-02-03 11:32:45.363,341,2026-02-03 11:32:45.363,6.71798892,,,,,,,,,,,,,,
2026-02-03 11:32:45.463,342,2026-02-03 11:32:45.463,6.73187185,,,,,,,,,,,,,,
2026-02-03 11:32:45.563,343,2026-02-03 11:32:45.563,6.74570523,,,,,,,,,,,,,,
2026-02-03 11:32:45.663,344,2026-02-03 11:32:45.663,6.75948722,,,,,,,,,,,,,,
2026-02-03 11:32:45.763,345,2026-02-03 11:32:45.763,6.77320948,,,,,,,,,,,,,,
2026-02-03 11:32:45.863,346,2026-02-03 11:32:45.863,6.78688804,,,,,,,,,,,,,,
2026-02-03 11:32:45.963,347,2026-02-03 11:32:45.963,6.80049296,,,,,,,,,,,,,,
2026-02-03 11:32:46.063,348,2026-02-03 11:32:46.063,6.81404835,,,,,,,,,,,,,,
2026-02-03 11:32:46.245,349,2026-02-03 11:32:46.245,6.83856498,,,,,,,,,,,,,,
2026-02-03 11:32:46.282,350,2026-02-03 11:32:46.282,6.84349492,,,,,,,,,,,,,,
2026-02-03 11:32:46.363,351,2026-02-03 11:32:46.363,6.85440347,,,,,,,,,,,,,,
2026-02-03 11:32:46.463,352,2026-02-03 11:32:46.463,6.86775629,,,,,,,,,,,,,,
2026-02-03 11:32:46.563,353,2026-02-03 11:32:46.563,6.88106646,,,,,,,,,,,,,,
2026-02-03 11:32:46.704,354,2026-02-03 11:32:46.704,6.89968364,,,,,,,,,,,,,,
2026-02-03 11:32:46.763,355,2026-02-03 11:32:46.763,6.90750702,,,,,,,,,,,,,,
2026-02-03 11:32:46.863,356,2026-02-03 11:32:46.863,6.92064276,,,,,,,,,,,,,,
2026-02-03 11:32:46.963,357,2026-02-03 11:32:46.963,6.93373545,,,,,,,,,,,,,,
2026-02-03 11:32:47.063,358,2026-02-03 11:32:47.063,6.94676478,,,,,,,,,,,,,,
2026-02-03 11:32:47.279,359,2026-02-03 11:32:47.279,6.97471733,,,,,,,,,,,,,,
2026-02-03 11:32:47.363,360,2026-02-03 11:32:47.363,6.98560229,,,,,,,,,,,,,,
2026-02-03 11:32:47.463,361,2026-02-03 11:32:47.463,6.99845103,,,,,,,,,,,,,,
2026-02-03 11:32:47.563,362,2026-02-03 11:32:47.563,7.0112364,,,,,,,,,,,,,,
2026-02-03 11:32:47.717,363,2026-02-03 11:32:47.717,7.03084562,,,,,,,,,,,,,,
2026-02-03 11:32:47.763,364,2026-02-03 11:32:47.763,7.03666023,,,,,,,,,,,,,,
2026-02-03 11:32:47.863,365,2026-02-03 11:32:47.863,7.04928195,,,,,,,,,,,,,,
2026-02-03 11:32:47.963,366,2026-02-03 11:32:47.963,7.06187765,,,,,,,,,,,,,,
2026-02-03 11:32:48.063,367,2026-02-03 11:32:48.063,7.07439917,,,,,,,,,,,,,,
2026-02-03 11:32:48.186,368,2026-02-03 11:32:48.186,7.08975655,,,,,,,,,,,,,,
2026-02-03 11:32:48.277,369,2026-02-03 11:32:48.277,7.10101816,,,,,,,,,,,,,,
2026-02-03 11:32:48.363,370,2026-02-03 11:32:48.363,7.11173873,,,,,,,,,,,,,,
2026-02-03 11:32:48.463,371,2026-02-03 11:32:48.463,7.12407225,,,,,,,,,,,,,,
2026-02-03 11:32:48.563,372,2026-02-03 11:32:48.563,7.13637675,,,,,,,,,,,,,,
2026-02-03 11:32:48.663,373,2026-02-03 11:32:48.663,7.1486324,,,,,,,,,,,,,,
2026-02-03 11:32:48.763,374,2026-02-03 11:32:48.763,7.16083454,,,,,,,,,,,,,,
2026-02-03 11:32:48.863,375,2026-02-03 11:32:48.863,7.17298106,,,,,,,,,,,,,,
2026-02-03 11:32:48.963,376,2026-02-03 11:32:48.963,7.18510078,,,,,,,,,,,,,,
2026-02-03 11:32:49.063,377,2026-02-03 11:32:49.063,7.19715298,,,,,,,,,,,,,,
2026-02-03 11:32:49.163,378,2026-02-03 11:32:49.163,7.20915264,,,,,,,,,,,,,,
2026-02-03 11:32:49.290,379,2026-02-03 11:32:49.290,7.22432088,,,,,,,,,,,,,,
2026-02-03 11:32:49.363,380,2026-02-03 11:32:49.363,7.23305565,,,,,,,,,,,,,,
2026-02-03 11:32:49.463,381,2026-02-03 11:32:49.463,7.24491922,,,,,,,,,,,,,,
2026-02-03 11:32:49.563,382,2026-02-03 11:32:49.563,7.25673789,,,,,,,,,,,,,,
2026-02-03 11:32:49.663,383,2026-02-03 11:32:49.663,7.26852679,,,,,,,,,,,,,,
2026-02-03 11:32:49.814,384,2026-02-03 11:32:49.814,7.28621132,,,,,,,,,,,,,,
2026-02-03 11:32:49.863,385,2026-02-03 11:32:49.863,7.291926,,,,,,,,,,,,,,
2026-02-03 11:32:49.963,386,2026-02-03 11:32:49.963,7.30356576,,,,,,,,,,,,,,
2026-02-03 11:32:50.063,387,2026-02-03 11:32:50.063,7.31516438,,,,,,,,,,,,,,
2026-02-03 11:32:50.163,388,2026-02-03 11:32:50.163,7.32670294,,,,,,,,,,,,,,
2026-02-03 11:32:50.290,389,2026-02-03 11:32:50.290,7.34124493,,,,,,,,,,,,,,
2026-02-03 11:32:50.363,390,2026-02-03 11:32:50.363,7.34965965,,,,,,,,,,,,,,
2026-02-03 11:32:50.463,391,2026-02-03 11:32:50.463,7.36108614,,,,,,,,,,,,,,
2026-02-03 11:32:50.563,392,2026-02-03 11:32:50.563,7.37244609,,,,,,,,,,,,,,
2026-02-03 11:32:50.663,393,2026-02-03 11:32:50.663,7.38376008,,,,,,,,,,,,,,
2026-02-03 11:32:50.764,394,2026-02-03 11:32:50.764,7.39515449,,,,,,,,,,,,,,
2026-02-03 11:32:50.863,395,2026-02-03 11:32:50.863,7.40626679,,,,,,,,,,,,,,
2026-02-03 11:32:50.964,396,2026-02-03 11:32:50.964,7.41746983,,,,,,,,,,,,,,
2026-02-03 11:32:51.063,397,2026-02-03 11:32:51.063,7.42860277,,,,,,,,,,,,,,
2026-02-03 11:32:51.163,398,2026-02-03 11:32:51.163,7.43970935,,,,,,,,,,,,,,
2026-02-03 11:32:51.267,399,2026-02-03 11:32:51.267,7.45113392,,,,,,,,,,,,,,
2026-02-03 11:32:51.363,400,2026-02-03 11:32:51.363,7.46178139,,,,,,,,,,,,,,
2026-02-03 11:32:51.463,401,2026-02-03 11:32:51.463,7.4727584,,,,,,,,,,,,,,
2026-02-03 11:32:51.563,402,2026-02-03 11:32:51.563,7.48368404,,,,,,,,,,,,,,
2026-02-03 11:32:51.663,403,2026-02-03 11:32:51.663,7.49456528,,,,,,,,,,,,,,
2026-02-03 11:32:51.763,404,2026-02-03 11:32:51.763,7.50541428,,,,,,,,,,,,,,
2026-02-03 11:32:51.863,405,2026-02-03 11:32:51.863,7.51621201,,,,,,,,,,,,,,
2026-02-03 11:32:51.963,406,2026-02-03 11:32:51.963,7.52697175,,,,,,,,,,,,,,
2026-02-03 11:32:52.063,407,2026-02-03 11:32:52.063,7.53769255,,,,,,,,,,,,,,
2026-02-03 11:32:52.164,408,2026-02-03 11:32:52.164,7.5483773,,,,,,,,,,,,,,
2026-02-03 11:32:52.263,409,2026-02-03 11:32:52.263,7.55899619,,,,,,,,,,,,,,
2026-02-03 11:32:52.363,410,2026-02-03 11:32:52.363,7.56958974,,,,,,,,,,,,,,
2026-02-03 11:32:52.463,411,2026-02-03 11:32:52.463,7.58013769,,,,,,,,,,,,,,
2026-02-03 11:32:52.563,412,2026-02-03 11:32:52.563,7.59065075,,,,,,,,,,,,,,
2026-02-03 11:32:52.664,413,2026-02-03 11:32:52.664,7.60112975,,,,,,,,,,,,,,
2026-02-03 11:32:52.786,414,2026-02-03 11:32:52.786,7.61388789,,,,,,,,,,,,,,
2026-02-03 11:32:52.863,415,2026-02-03 11:32:52.863,7.62193646,,,,,,,,,,,,,,
2026-02-03 11:32:52.964,416,2026-02-03 11:32:52.964,7.63228723,,,,,,,,,,,,,,
2026-02-03 11:32:53.063,417,2026-02-03 11:32:53.063,7.64258874,,,,,,,,,,,,,,
2026-02-03 11:32:53.164,418,2026-02-03 11:32:53.164,7.65286129,,,,,,,,,,,,,,
2026-02-03 11:32:53.317,419,2026-02-03 11:32:53.317,7.66849325,,,,,,,,,,,,,,
2026-02-03 11:32:53.363,420,2026-02-03 11:32:53.363,7.67327076,,,,,,,,,,,,,,
2026-02-03 11:32:53.464,421,2026-02-03 11:32:53.464,7.68342907,,,,,,,,,,,,,,
2026-02-03 11:32:53.564,422,2026-02-03 11:32:53.564,7.69352669,,,,,,,,,,,,,,
2026-02-03 11:32:53.664,423,2026-02-03 11:32:53.664,7.70358794,,,,,,,,,,,,,,
2026-02-03 11:32:53.781,424,2026-02-03 11:32:53.781,7.71534323,,,,,,,,,,,,,,
2026-02-03 11:32:53.864,425,2026-02-03 11:32:53.864,7.72360559,,,,,,,,,,,,,,
2026-02-03 11:32:53.964,426,2026-02-03 11:32:53.964,7.73355076,,,,,,,,,,,,,,
2026-02-03 11:32:54.064,427,2026-02-03 11:32:54.064,7.7434774,,,,,,,,,,,,,,
2026-02-03 11:32:54.164,428,2026-02-03 11:32:54.164,7.75334123,,,,,,,,,,,,,,
2026-02-03 11:32:54.288,429,2026-02-03 11:32:54.288,7.76553105,,,,,,,,,,,,,,
2026-02-03 11:32:54.364,430,2026-02-03 11:32:54.364,7.7729753,,,,,,,,,,,,,,
2026-02-03 11:32:54.464,431,2026-02-03 11:32:54.464,7.78273424,,,,,,,,,,,,,,
2026-02-03 11:32:54.564,432,2026-02-03 11:32:54.564,7.7924552,,,,,,,,,,,,,,
2026-02-03 11:32:54.664,433,2026-02-03 11:32:54.664,7.80213518,,,,,,,,,,,,,,
2026-02-03 11:32:54.813,434,2026-02-03 11:32:54.813,7.81651193,,,,,,,,,,,,,,
2026-02-03 11:32:54.864,435,2026-02-03 11:32:54.864,7.82138034,,,,,,,,,,,,,,
2026-02-03 11:32:54.964,436,2026-02-03 11:32:54.964,7.83094299,,,,,,,,,,,,,,
2026-02-03 11:32:55.064,437,2026-02-03 11:32:55.064,7.8404816,,,,,,,,,,,,,,
2026-02-03 11:32:55.164,438,2026-02-03 11:32:55.164,7.84997483,,,,,,,,,,,,,,
2026-02-03 11:32:55.341,439,2026-02-03 11:32:55.341,7.86674904,,,,,,,,,,,,,,
2026-02-03 11:32:55.378,440,2026-02-03 11:32:55.378,7.87019874,,,,,,,,,,,,,,
2026-02-03 11:32:55.464,441,2026-02-03 11:32:55.464,7.87822945,,,,,,,,,,,,,,
2026-02-03 11:32:55.564,442,2026-02-03 11:32:55.564,7.8875771,,,,,,,,,,,,,,
2026-02-03 11:32:55.664,443,2026-02-03 11:32:55.664,7.89688509,,,,,,,,,,,,,,
2026-02-03 11:32:55.786,444,2026-02-03 11:32:55.786,7.90825079,,,,,,,,,,,,,,
2026-02-03 11:32:55.871,445,2026-02-03 11:32:55.871,7.91602778,,,,,,,,,,,,,,
2026-02-03 11:32:55.964,446,2026-02-03 11:32:55.964,7.92460202,,,,,,,,,,,,,,
2026-02-03 11:32:56.064,447,2026-02-03 11:32:56.064,7.93376593,,,,,,,,,,,,,,
2026-02-03 11:32:56.164,448,2026-02-03 11:32:56.164,7.94289001,,,,,,,,,,,,,,
2026-02-03 11:32:56.264,449,2026-02-03 11:32:56.264,7.95198427,,,,,,,,,,,,,,
2026-02-03 11:32:56.364,450,2026-02-03 11:32:56.364,7.96104072,,,,,,,,,,,,,,
2026-02-03 11:32:56.464,451,2026-02-03 11:32:56.464,7.97006332,,,,,,,,,,,,,,
2026-02-03 11:32:56.564,452,2026-02-03 11:32:56.564,7.97905006,,,,,,,,,,,,,,
2026-02-03 11:32:56.664,453,2026-02-03 11:32:56.664,7.98800486,,,,,,,,,,,,,,
2026-02-03 11:32:56.764,454,2026-02-03 11:32:56.764,7.99690847,,,,,,,,,,,,,,
2026-02-03 11:32:56.864,455,2026-02-03 11:32:56.864,8.00579318,,,,,,,,,,,,,,
2026-02-03 11:32:56.964,456,2026-02-03 11:32:56.964,8.01464974,,,,,,,,,,,,,,
2026-02-03 11:32:57.064,457,2026-02-03 11:32:57.064,8.02346772,,,,,,,,,,,,,,
2026-02-03 11:32:57.164,458,2026-02-03 11:32:57.164,8.03225326,,,,,,,,,,,,,,
2026-02-03 11:32:57.308,459,2026-02-03 11:32:57.308,8.04488821,,,,,,,,,,,,,,
2026-02-03 11:32:57.364,460,2026-02-03 11:32:57.364,8.04971491,,,,,,,,,,,,,,
2026-02-03 11:32:57.464,461,2026-02-03 11:32:57.464,8.05840619,,,,,,,,,,,,,,
2026-02-03 11:32:57.564,462,2026-02-03 11:32:57.564,8.06704795,,,,,,,,,,,,,,
2026-02-03 11:32:57.664,463,2026-02-03 11:32:57.664,8.07567581,,,,,,,,,,,,,,
2026-02-03 11:32:57.833,464,2026-02-03 11:32:57.833,8.09014026,,,,,,,,,,,,,,
2026-02-03 11:32:57.869,465,2026-02-03 11:32:57.869,8.09326698,,,,,,,,,,,,,,
2026-02-03 11:32:57.964,466,2026-02-03 11:32:57.964,8.10130342,,,,,,,,,,,,,,
2026-02-03 11:32:58.064,467,2026-02-03 11:32:58.064,8.10979062,,,,,,,,,,,,,,
2026-02-03 11:32:58.164,468,2026-02-03 11:32:58.164,8.11823069,,,,,,,,,,,,,,
2026-02-03 11:32:58.314,469,2026-02-03 11:32:58.314,8.1308706,,,,,,,,,,,,,,
2026-02-03 11:32:58.366,470,2026-02-03 11:32:58.366,8.13519902,,,,,,,,,,,,,,
2026-02-03 11:32:58.464,471,2026-02-03 11:32:58.464,8.14337409,,,,,,,,,,,,,,
2026-02-03 11:32:58.564,472,2026-02-03 11:32:58.564,8.15168243,,,,,,,,,,,,,,
2026-02-03 11:32:58.664,473,2026-02-03 11:32:58.664,8.15997037,,,,,,,,,,,,,,
2026-02-03 11:32:58.764,474,2026-02-03 11:32:58.764,8.1682235,,,,,,,,,,,,,,
2026-02-03 11:32:58.890,475,2026-02-03 11:32:58.890,8.17853848,,,,,,,,,,,,,,
2026-02-03 11:32:58.964,476,2026-02-03 11:32:58.964,8.18462255,,,,,,,,,,,,,,
2026-02-03 11:32:59.064,477,2026-02-03 11:32:59.064,8.19278572,,,,,,,,,,,,,,
2026-02-03 11:32:59.164,478,2026-02-03 11:32:59.164,8.20089819,,,,,,,,,,,,,,
2026-02-03 11:32:59.264,479,2026-02-03 11:32:59.264,8.20900546,,,,,,,,,,,,,,
2026-02-03 11:32:59.364,480,2026-02-03 11:32:59.364,8.21706563,,,,,,,,,,,,,,
2026-02-03 11:32:59.464,481,2026-02-03 11:32:59.464,8.22509219,,,,,,,,,,,,,,
2026-02-03 11:32:59.564,482,2026-02-03 11:32:59.564,8.23310498,,,,,,,,,,,,,,
2026-02-03 11:32:59.664,483,2026-02-03 11:32:59.664,8.24106938,,,,,,,,,,,,,,
2026-02-03 11:32:59.787,484,2026-02-03 11:32:59.787,8.25084111,,,,,,,,,,,,,,
2026-02-03 11:32:59.864,485,2026-02-03 11:32:59.864,8.25691254,,,,,,,,,,,,,,
2026-02-03 11:32:59.964,486,2026-02-03 11:32:59.964,8.26478954,,,,,,,,,,,,,,
2026-02-03 11:33:00.064,487,2026-02-03 11:33:00.064,8.27262839,,,,,,,,,,,,,,
2026-02-03 11:33:00.164,488,2026-02-03 11:33:00.164,8.28043968,,,,,,,,,,,,,,
2026-02-03 11:33:00.332,489,2026-02-03 11:33:00.332,8.29351358,,,,,,,,,,,,,,
2026-02-03 11:33:00.369,490,2026-02-03 11:33:00.369,8.29635526,,,,,,,,,,,,,,
2026-02-03 11:33:00.464,491,2026-02-03 11:33:00.464,8.30368114,,,,,,,,,,,,,,
2026-02-03 11:33:00.564,492,2026-02-03 11:33:00.564,8.31136989,,,,,,,,,,,,,,
2026-02-03 11:33:00.664,493,2026-02-03 11:33:00.664,8.3190371,,,,,,,,,,,,,,
2026-02-03 11:33:00.791,494,2026-02-03 11:33:00.791,8.32870728,,,,,,,,,,,,,,
2026-02-03 11:33:00.864,495,2026-02-03 11:33:00.864,8.33426812,,,,,,,,,,,,,,
2026-02-03 11:33:00.964,496,2026-02-03 11:33:00.964,8.34183351,,,,,,,,,,,,,,
2026-02-03 11:33:01.064,497,2026-02-03 11:33:01.064,8.34937925,,,,,,,,,,,,,,
2026-02-03 11:33:01.164,498,2026-02-03 11:33:01.164,8.35689308,,,,,,,,,,,,,,
2026-02-03 11:33:01.264,499,2026-02-03 11:33:01.264,8.36436817,,,,,,,,,,,,,,
