Address,USB0::0x2A8D::0x5001::MY58002415::0::INSTR,,,,,,,,,,,,,,,,
Model,DAQ970A,,,,,,,,,,,,,,,,
Serial Number:,MY58002415,,,,,,,,,,,,,,,,
Firmware Version,A.02.01-01.00-02.01-00.02-01.02-03-02,,,,,,,,,,,,,,,,
Start Time,2026-02-06 11:51:23.393,,,,,,,,,,,,,,,,
Stop Time,2026-02-06 11:53:06.562,,,,,,,,,,,,,,,,
Data Log Stopped,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Instrument Configuration,,,,,,,,,,,,,,,,,
Modules,5,Slot 0,SCD,Slot 1,DAQM900A,Slot 2,DAQM901A,Slot 4,DAQ970A Computed Channels,Slot 10,Virtual Digitizer Channels,,,,,,
2026-02-06 11:51:47.830,239,2026-02-06 11:51:47.830,5.62109698,,,,,,,,,,,,,,
2026-02-06 11:51:47.930,240,2026-02-06 11:51:47.930,5.63956029,,,,,,,,,,,,,,
2026-02-06 11:51:48.030,241,2026-02-06 11:51:48.030,5.65795112,,,,,,,,,,,,,,
2026-02-06 11:51:48.130,242,2026-02-06 11:51:48.130,5.67626773,,,,,,,,,,,,,,
2026-02-06 11:51:48.316,243,2026-02-06 11:51:48.316,5.7101723,,,,,,,,,,,,,,
2026-02-06 11:51:48.353,244,2026-02-06 11:51:48.353,5.71680791,,,,,,,,,,,,,,
2026-02-06 11:51:48.430,245,2026-02-06 11:51:48.430,5.73077965,,,,,,,,,,,,,,
2026-02-06 11:51:48.530,246,2026-02-06 11:51:48.530,5.74880668,,,,,,,,,,,,,,
2026-02-06 11:51:48.630,247,2026-02-06 11:51:48.630,5.76675737,,,,,,,,,,,,,,
2026-02-06 11:51:48.781,248,2026-02-06 11:51:48.781,5.79366915,,,,,,,,,,,,,,
2026-02-06 11:51:48.843,249,2026-02-06 11:51:48.843,5.8047573,,,,,,,,,,,,,,
2026-02-06 11:51:48.930,250,2026-02-06 11:51:48.930,5.82020997,,,,,,,,,,,,,,
2026-02-06 11:51:49.030,251,2026-02-06 11:51:49.030,5.83787856,,,,,,,,,,,,,,
2026-02-06 11:51:49.130,252,2026-02-06 11:51:49.130,5.85547633,,,,,,,,,,,,,,
2026-02-06 11:51:49.248,253,2026-02-06 11:51:49.248,5.8761661,,,,,,,,,,,,,,
2026-02-06 11:51:49.330,254,2026-02-06 11:51:49.330,5.89046223,,,,,,,,,,,,,,
2026-02-06 11:51:49.430,255,2026-02-06 11:51:49.430,5.90785971,,,,,,,,,,,,,,
2026-02-06 11:51:49.530,256,2026-02-06 11:51:49.530,5.92518417,,,,,,,,,,,,,,
2026-02-06 11:51:49.630,257,2026-02-06 11:51:49.630,5.94244327,,,,,,,,,,,,,,
2026-02-06 11:51:49.752,258,2026-02-06 11:51:49.752,5.96341243,,,,,,,,,,,,,,
2026-02-06 11:51:49.831,259,2026-02-06 11:51:49.831,5.97676094,,,,,,,,,,,,,,
2026-02-06 11:51:49.930,260,2026-02-06 11:51:49.930,5.99380431,,,,,,,,,,,,,,
2026-02-06 11:51:50.031,261,2026-02-06 11:51:50.031,6.01079503,,,,,,,,,,,,,,
2026-02-06 11:51:50.130,262,2026-02-06 11:51:50.130,6.02770885,,,,,,,,,,,,,,
2026-02-06 11:51:50.230,263,2026-02-06 11:51:50.230,6.04455997,,,,,,,,,,,,,,
2026-02-06 11:51:50.331,264,2026-02-06 11:51:50.331,6.06134451,,,,,,,,,,,,,,
2026-02-06 11:51:50.431,265,2026-02-06 11:51:50.431,6.07806606,,,,,,,,,,,,,,
2026-02-06 11:51:50.531,266,2026-02-06 11:51:50.531,6.09471545,,,,,,,,,,,,,,
2026-02-06 11:51:50.690,267,2026-02-06 11:51:50.690,6.1211047,,,,,,,,,,,,,,
2026-02-06 11:51:50.730,268,2026-02-06 11:51:50.730,6.12781353,,,,,,,,,,,,,,
2026-02-06 11:51:50.844,269,2026-02-06 11:51:50.844,6.14653982,,,,,,,,,,,,,,
2026-02-06 11:51:50.930,270,2026-02-06 11:51:50.930,6.16066005,,,,,,,,,,,,,,
2026-02-06 11:51:51.031,271,2026-02-06 11:51:51.031,6.17698737,,,,,,,,,,,,,,
2026-02-06 11:51:51.225,272,2026-02-06 11:51:51.225,6.2085047,,,,,,,,,,,,,,
2026-02-06 11:51:51.261,273,2026-02-06 11:51:51.261,6.21440807,,,,,,,,,,,,,,
2026-02-06 11:51:51.331,274,2026-02-06 11:51:51.331,6.2255875,,,,,,,,,,,,,,
2026-02-06 11:51:51.507,275,2026-02-06 11:51:51.507,6.25388442,,,,,,,,,,,,,,
2026-02-06 11:51:51.550,276,2026-02-06 11:51:51.550,6.2607275,,,,,,,,,,,,,,
2026-02-06 11:51:51.631,277,2026-02-06 11:51:51.631,6.27362479,,,,,,,,,,,,,,
2026-02-06 11:51:51.731,278,2026-02-06 11:51:51.731,6.28950267,,,,,,,,,,,,,,
2026-02-06 11:51:51.831,279,2026-02-06 11:51:51.831,6.30531847,,,,,,,,,,,,,,
2026-02-06 11:51:51.931,280,2026-02-06 11:51:51.931,6.32107799,,,,,,,,,,,,,,
2026-02-06 11:51:52.031,281,2026-02-06 11:51:52.031,6.33677167,,,,,,,,,,,,,,
2026-02-06 11:51:52.131,282,2026-02-06 11:51:52.131,6.352404,,,,,,,,,,,,,,
2026-02-06 11:51:52.231,283,2026-02-06 11:51:52.231,6.36797257,,,,,,,,,,,,,,
2026-02-06 11:51:52.331,284,2026-02-06 11:51:52.331,6.3834862,,,,,,,,,,,,,,
2026-02-06 11:51:52.435,285,2026-02-06 11:51:52.435,6.39952969,,,,,,,,,,,,,,
2026-02-06 11:51:52.531,286,2026-02-06 11:51:52.531,6.41431333,,,,,,,,,,,,,,
2026-02-06 11:51:52.631,287,2026-02-06 11:51:52.631,6.42963914,,,,,,,,,,,,,,
2026-02-06 11:51:52.787,288,2026-02-06 11:51:52.787,6.45351078,,,,,,,,,,,,,,
2026-02-06 11:51:52.831,289,2026-02-06 11:51:52.831,6.46012181,,,,,,,,,,,,,,
2026-02-06 11:51:52.931,290,2026-02-06 11:51:52.931,6.47526904,,,,,,,,,,,,,,
2026-02-06 11:51:53.031,291,2026-02-06 11:51:53.031,6.4903593,,,,,,,,,,,,,,
2026-02-06 11:51:53.131,292,2026-02-06 11:51:53.131,6.5053836,,,,,,,,,,,,,,
2026-02-06 11:51:53.262,293,2026-02-06 11:51:53.262,6.52509433,,,,,,,,,,,,,,
2026-02-06 11:51:53.331,294,2026-02-06 11:51:53.331,6.53527048,,,,,,,,,,,,,,
2026-02-06 11:51:53.431,295,2026-02-06 11:51:53.431,6.55012445,,,,,,,,,,,,,,
2026-02-06 11:51:53.531,296,2026-02-06 11:51:53.531,6.56492029,,,,,,,,,,,,,,
2026-02-06 11:51:53.631,297,2026-02-06 11:51:53.631,6.57965712,,,,,,,,,,,,,,
2026-02-06 11:51:53.731,298,2026-02-06 11:51:53.731,6.59433609,,,,,,,,,,,,,,
2026-02-06 11:51:53.897,299,2026-02-06 11:51:53.897,6.61863868,,,,,,,,,,,,,,
2026-02-06 11:51:53.934,300,2026-02-06 11:51:53.934,6.62395786,,,,,,,,,,,,,,
2026-02-06 11:51:54.031,301,2026-02-06 11:51:54.031,6.63801705,,,,,,,,,,,,,,
2026-02-06 11:51:54.181,302,2026-02-06 11:51:54.181,6.65970697,,,,,,,,,,,,,,
2026-02-06 11:51:54.231,303,2026-02-06 11:51:54.231,6.66685898,,,,,,,,,,,,,,
2026-02-06 11:51:54.331,304,2026-02-06 11:51:54.331,6.68119842,,,,,,,,,,,,,,
2026-02-06 11:51:54.482,305,2026-02-06 11:51:54.482,6.70277078,,,,,,,,,,,,,,
2026-02-06 11:51:54.531,306,2026-02-06 11:51:54.531,6.70969914,,,,,,,,,,,,,,
2026-02-06 11:51:54.631,307,2026-02-06 11:51:54.631,6.72386262,,,,,,,,,,,,,,
2026-02-06 11:51:54.744,308,2026-02-06 11:51:54.744,6.73981232,,,,,,,,,,,,,,
2026-02-06 11:51:54.831,309,2026-02-06 11:51:54.831,6.75201856,,,,,,,,,,,,,,
2026-02-06 11:51:54.931,310,2026-02-06 11:51:54.931,6.76602145,,,,,,,,,,,,,,
2026-02-06 11:51:55.031,311,2026-02-06 11:51:55.031,6.77996963,,,,,,,,,,,,,,
2026-02-06 11:51:55.131,312,2026-02-06 11:51:55.131,6.79385587,,,,,,,,,,,,,,
2026-02-06 11:51:55.231,313,2026-02-06 11:51:55.231,6.80769011,,,,,,,,,,,,,,
2026-02-06 11:51:55.331,314,2026-02-06 11:51:55.331,6.82147585,,,,,,,,,,,,,,
2026-02-06 11:51:55.431,315,2026-02-06 11:51:55.431,6.83519978,,,,,,,,,,,,,,
2026-02-06 11:51:55.531,316,2026-02-06 11:51:55.531,6.84886626,,,,,,,,,,,,,,
2026-02-06 11:51:55.631,317,2026-02-06 11:51:55.631,6.86248474,,,,,,,,,,,,,,
2026-02-06 11:51:55.731,318,2026-02-06 11:51:55.731,6.87605307,,,,,,,,,,,,,,
2026-02-06 11:51:55.914,319,2026-02-06 11:51:55.914,6.90077112,,,,,,,,,,,,,,
2026-02-06 11:51:55.951,320,2026-02-06 11:51:55.951,6.90568111,,,,,,,,,,,,,,
2026-02-06 11:51:56.034,321,2026-02-06 11:51:56.034,6.91680386,,,,,,,,,,,,,,
2026-02-06 11:51:56.131,322,2026-02-06 11:51:56.131,6.92978803,,,,,,,,,,,,,,
2026-02-06 11:51:56.231,323,2026-02-06 11:51:56.231,6.94309355,,,,,,,,,,,,,,
2026-02-06 11:51:56.331,324,2026-02-06 11:51:56.331,6.95634381,,,,,,,,,,,,,,
2026-02-06 11:51:56.431,325,2026-02-06 11:51:56.431,6.96953755,,,,,,,,,,,,,,
2026-02-06 11:51:56.566,326,2026-02-06 11:51:56.566,6.98731201,,,,,,,,,,,,,,
2026-02-06 11:51:56.631,327,2026-02-06 11:51:56.631,6.99578487,,,,,,,,,,,,,,
2026-02-06 11:51:56.731,328,2026-02-06 11:51:56.731,7.00882868,,,,,,,,,,,,,,
2026-02-06 11:51:56.888,329,2026-02-06 11:51:56.888,7.02926193,,,,,,,,,,,,,,
2026-02-06 11:51:56.931,330,2026-02-06 11:51:56.931,7.03476135,,,,,,,,,,,,,,
2026-02-06 11:51:57.031,331,2026-02-06 11:51:57.031,7.04765604,,,,,,,,,,,,,,
2026-02-06 11:51:57.131,332,2026-02-06 11:51:57.131,7.0604938,,,,,,,,,,,,,,
2026-02-06 11:51:57.231,333,2026-02-06 11:51:57.231,7.07328205,,,,,,,,,,,,,,
2026-02-06 11:51:57.331,334,2026-02-06 11:51:57.331,7.08602596,,,,,,,,,,,,,,
2026-02-06 11:51:57.431,335,2026-02-06 11:51:57.431,7.09872273,,,,,,,,,,,,,,
2026-02-06 11:51:57.560,336,2026-02-06 11:51:57.560,7.11506293,,,,,,,,,,,,,,
2026-02-06 11:51:57.631,337,2026-02-06 11:51:57.631,7.12395691,,,,,,,,,,,,,,
2026-02-06 11:51:57.731,338,2026-02-06 11:51:57.731,7.1365017,,,,,,,,,,,,,,
2026-02-06 11:51:57.882,339,2026-02-06 11:51:57.882,7.15535913,,,,,,,,,,,,,,
2026-02-06 11:51:57.931,340,2026-02-06 11:51:57.931,7.16143868,,,,,,,,,,,,,,
2026-02-06 11:51:58.031,341,2026-02-06 11:51:58.031,7.17382927,,,,,,,,,,,,,,
2026-02-06 11:51:58.131,342,2026-02-06 11:51:58.131,7.18618068,,,,,,,,,,,,,,
2026-02-06 11:51:58.231,343,2026-02-06 11:51:58.231,7.19847668,,,,,,,,,,,,,,
2026-02-06 11:51:58.331,344,2026-02-06 11:51:58.331,7.21072482,,,,,,,,,,,,,,
2026-02-06 11:51:58.431,345,2026-02-06 11:51:58.431,7.22293879,,,,,,,,,,,,,,
2026-02-06 11:51:58.531,346,2026-02-06 11:51:58.531,7.23508342,,,,,,,,,,,,,,
2026-02-06 11:51:58.631,347,2026-02-06 11:51:58.631,7.24719449,,,,,,,,,,,,,,
2026-02-06 11:51:58.818,348,2026-02-06 11:51:58.818,7.26970944,,,,,,,,,,,,,,
2026-02-06 11:51:58.855,349,2026-02-06 11:51:58.855,7.27409293,,,,,,,,,,,,,,
2026-02-06 11:51:58.931,350,2026-02-06 11:51:58.931,7.28323201,,,,,,,,,,,,,,
2026-02-06 11:51:59.031,351,2026-02-06 11:51:59.031,7.29514947,,,,,,,,,,,,,,
2026-02-06 11:51:59.131,352,2026-02-06 11:51:59.131,7.30702552,,,,,,,,,,,,,,
2026-02-06 11:51:59.231,353,2026-02-06 11:51:59.231,7.31884776,,,,,,,,,,,,,,
2026-02-06 11:51:59.331,354,2026-02-06 11:51:59.331,7.33062686,,,,,,,,,,,,,,
2026-02-06 11:51:59.431,355,2026-02-06 11:51:59.431,7.3423623,,,,,,,,,,,,,,
2026-02-06 11:51:59.648,356,2026-02-06 11:51:59.648,7.36772594,,,,,,,,,,,,,,
2026-02-06 11:51:59.731,357,2026-02-06 11:51:59.731,7.37728981,,,,,,,,,,,,,,
2026-02-06 11:51:59.831,358,2026-02-06 11:51:59.831,7.38884708,,,,,,,,,,,,,,
2026-02-06 11:51:59.931,359,2026-02-06 11:51:59.931,7.40035398,,,,,,,,,,,,,,
2026-02-06 11:52:00.031,360,2026-02-06 11:52:00.031,7.41181939,,,,,,,,,,,,,,
2026-02-06 11:52:00.131,361,2026-02-06 11:52:00.131,7.42324037,,,,,,,,,,,,,,
2026-02-06 11:52:00.231,362,2026-02-06 11:52:00.231,7.43461404,,,,,,,,,,,,,,
2026-02-06 11:52:00.331,363,2026-02-06 11:52:00.331,7.44594574,,,,,,,,,,,,,,
2026-02-06 11:52:00.431,364,2026-02-06 11:52:00.431,7.45723726,,,,,,,,,,,,,,
2026-02-06 11:52:00.560,365,2026-02-06 11:52:00.560,7.47174906,,,,,,,,,,,,,,
2026-02-06 11:52:00.631,366,2026-02-06 11:52:00.631,7.4796796,,,,,,,,,,,,,,
2026-02-06 11:52:00.731,367,2026-02-06 11:52:00.731,7.49084021,,,,,,,,,,,,,,
2026-02-06 11:52:00.837,368,2026-02-06 11:52:00.837,7.50258825,,,,,,,,,,,,,,
2026-02-06 11:52:00.950,369,2026-02-06 11:52:00.950,7.51512724,,,,,,,,,,,,,,
2026-02-06 11:52:01.031,370,2026-02-06 11:52:01.031,7.52405447,,,,,,,,,,,,,,
2026-02-06 11:52:01.131,371,2026-02-06 11:52:01.131,7.53503438,,,,,,,,,,,,,,
2026-02-06 11:52:01.231,372,2026-02-06 11:52:01.231,7.54597855,,,,,,,,,,,,,,
2026-02-06 11:52:01.331,373,2026-02-06 11:52:01.331,7.55687506,,,,,,,,,,,,,,
2026-02-06 11:52:01.432,374,2026-02-06 11:52:01.432,7.567814,,,,,,,,,,,,,,
2026-02-06 11:52:01.531,375,2026-02-06 11:52:01.531,7.57854227,,,,,,,,,,,,,,
2026-02-06 11:52:01.631,376,2026-02-06 11:52:01.631,7.5893143,,,,,,,,,,,,,,
2026-02-06 11:52:01.731,377,2026-02-06 11:52:01.731,7.60004123,,,,,,,,,,,,,,
2026-02-06 11:52:01.940,378,2026-02-06 11:52:01.940,7.62228737,,,,,,,,,,,,,,
2026-02-06 11:52:02.031,379,2026-02-06 11:52:02.031,7.63198629,,,,,,,,,,,,,,
2026-02-06 11:52:02.131,380,2026-02-06 11:52:02.131,7.64254196,,,,,,,,,,,,,,
2026-02-06 11:52:02.231,381,2026-02-06 11:52:02.231,7.65306063,,,,,,,,,,,,,,
2026-02-06 11:52:02.331,382,2026-02-06 11:52:02.331,7.66353528,,,,,,,,,,,,,,
2026-02-06 11:52:02.480,383,2026-02-06 11:52:02.480,7.67903047,,,,,,,,,,,,,,
2026-02-06 11:52:02.531,384,2026-02-06 11:52:02.531,7.68437133,,,,,,,,,,,,,,
2026-02-06 11:52:02.631,385,2026-02-06 11:52:02.631,7.69472371,,,,,,,,,,,,,,
2026-02-06 11:52:02.731,386,2026-02-06 11:52:02.731,7.70503915,,,,,,,,,,,,,,
2026-02-06 11:52:02.831,387,2026-02-06 11:52:02.831,7.71531595,,,,,,,,,,,,,,
2026-02-06 11:52:02.969,388,2026-02-06 11:52:02.969,7.72943249,,,,,,,,,,,,,,
2026-02-06 11:52:03.031,389,2026-02-06 11:52:03.031,7.7357419,,,,,,,,,,,,,,
2026-02-06 11:52:03.131,390,2026-02-06 11:52:03.131,7.74590262,,,,,,,,,,,,,,
2026-02-06 11:52:03.231,391,2026-02-06 11:52:03.231,7.75601549,,,,,,,,,,,,,,
2026-02-06 11:52:03.331,392,2026-02-06 11:52:03.331,7.7660951,,,,,,,,,,,,,,
2026-02-06 11:52:03.468,393,2026-02-06 11:52:03.468,7.77977194,,,,,,,,,,,,,,
2026-02-06 11:52:03.531,394,2026-02-06 11:52:03.531,7.78612613,,,,,,,,,,,,,,
2026-02-06 11:52:03.631,395,2026-02-06 11:52:03.631,7.79608496,,,,,,,,,,,,,,
2026-02-06 11:52:03.731,396,2026-02-06 11:52:03.731,7.80600837,,,,,,,,,,,,,,
2026-02-06 11:52:03.831,397,2026-02-06 11:52:03.831,7.81588575,,,,,,,,,,,,,,
2026-02-06 11:52:04.001,398,2026-02-06 11:52:04.001,7.83253778,,,,,,,,,,,,,,
2026-02-06 11:52:04.037,399,2026-02-06 11:52:04.037,7.83611674,,,,,,,,,,,,,,
2026-02-06 11:52:04.131,400,2026-02-06 11:52:04.131,7.8453017,,,,,,,,,,,,,,
2026-02-06 11:52:04.231,401,2026-02-06 11:52:04.231,7.85503546,,,,,,,,,,,,,,
2026-02-06 11:52:04.331,402,2026-02-06 11:52:04.331,7.86473504,,,,,,,,,,,,,,
2026-02-06 11:52:04.431,403,2026-02-06 11:52:04.431,7.87439107,,,,,,,,,,,,,,
2026-02-06 11:52:04.570,404,2026-02-06 11:52:04.570,7.88769827,,,,,,,,,,,,,,
2026-02-06 11:52:04.631,405,2026-02-06 11:52:04.631,7.89358746,,,,,,,,,,,,,,
2026-02-06 11:52:04.731,406,2026-02-06 11:52:04.731,7.90313442,,,,,,,,,,,,,,
2026-02-06 11:52:04.861,407,2026-02-06 11:52:04.861,7.91540288,,,,,,,,,,,,,,
2026-02-06 11:52:04.931,408,2026-02-06 11:52:04.931,7.92210955,,,,,,,,,,,,,,
2026-02-06 11:52:05.031,409,2026-02-06 11:52:05.031,7.93154364,,,,,,,,,,,,,,
2026-02-06 11:52:05.131,410,2026-02-06 11:52:05.131,7.94094266,,,,,,,,,,,,,,
2026-02-06 11:52:05.231,411,2026-02-06 11:52:05.231,7.95029824,,,,,,,,,,,,,,
2026-02-06 11:52:05.331,412,2026-02-06 11:52:05.331,7.95962068,,,,,,,,,,,,,,
2026-02-06 11:52:05.470,413,2026-02-06 11:52:05.470,7.97253098,,,,,,,,,,,,,,
2026-02-06 11:52:05.537,414,2026-02-06 11:52:05.537,7.97870122,,,,,,,,,,,,,,
2026-02-06 11:52:05.632,415,2026-02-06 11:52:05.632,7.98739362,,,,,,,,,,,,,,
2026-02-06 11:52:05.731,416,2026-02-06 11:52:05.731,7.99655879,,,,,,,,,,,,,,
2026-02-06 11:52:05.831,417,2026-02-06 11:52:05.831,8.00570211,,,,,,,,,,,,,,
2026-02-06 11:52:05.931,418,2026-02-06 11:52:05.931,8.01481068,,,,,,,,,,,,,,
2026-02-06 11:52:06.031,419,2026-02-06 11:52:06.031,8.02388815,,,,,,,,,,,,,,
2026-02-06 11:52:06.131,420,2026-02-06 11:52:06.131,8.03292148,,,,,,,,,,,,,,
2026-02-06 11:52:06.231,421,2026-02-06 11:52:06.231,8.04192598,,,,,,,,,,,,,,
2026-02-06 11:52:06.331,422,2026-02-06 11:52:06.331,8.0508942,,,,,,,,,,,,,,
2026-02-06 11:52:06.431,423,2026-02-06 11:52:06.431,8.05983411,,,,,,,,,,,,,,
2026-02-06 11:52:06.552,424,2026-02-06 11:52:06.552,8.07058887,,,,,,,,,,,,,,
2026-02-06 11:52:06.631,425,2026-02-06 11:52:06.631,8.0775947,,,,,,,,,,,,,,
2026-02-06 11:52:06.732,426,2026-02-06 11:52:06.732,8.08642704,,,,,,,,,,,,,,
2026-02-06 11:52:06.832,427,2026-02-06 11:52:06.832,8.09522326,,,,,,,,,,,,,,
2026-02-06 11:52:06.932,428,2026-02-06 11:52:06.932,8.103986,,,,,,,,,,,,,,
2026-02-06 11:52:07.085,429,2026-02-06 11:52:07.085,8.11738546,,,,,,,,,,,,,,
2026-02-06 11:52:07.131,430,2026-02-06 11:52:07.131,8.1214069,,,,,,,,,,,,,,
2026-02-06 11:52:07.232,431,2026-02-06 11:52:07.232,8.13006851,,,,,,,,,,,,,,
2026-02-06 11:52:07.331,432,2026-02-06 11:52:07.331,8.1386965,,,,,,,,,,,,,,
2026-02-06 11:52:07.522,433,2026-02-06 11:52:07.522,8.15504021,,,,,,,,,,,,,,
2026-02-06 11:52:07.558,434,2026-02-06 11:52:07.558,8.15815834,,,,,,,,,,,,,,
2026-02-06 11:52:07.631,435,2026-02-06 11:52:07.631,8.16438449,,,,,,,,,,,,,,
2026-02-06 11:52:07.732,436,2026-02-06 11:52:07.732,8.17288377,,,,,,,,,,,,,,
2026-02-06 11:52:07.832,437,2026-02-06 11:52:07.832,8.18135091,,,,,,,,,,,,,,
2026-02-06 11:52:07.992,438,2026-02-06 11:52:07.992,8.19484696,,,,,,,,,,,,,,
2026-02-06 11:52:08.032,439,2026-02-06 11:52:08.032,8.19816933,,,,,,,,,,,,,,
2026-02-06 11:52:08.132,440,2026-02-06 11:52:08.132,8.20653574,,,,,,,,,,,,,,
2026-02-06 11:52:08.232,441,2026-02-06 11:52:08.232,8.21486294,,,,,,,,,,,,,,
2026-02-06 11:52:08.332,442,2026-02-06 11:52:08.332,8.22316725,,,,,,,,,,,,,,
2026-02-06 11:52:08.533,443,2026-02-06 11:52:08.533,8.23982854,,,,,,,,,,,,,,
2026-02-06 11:52:08.632,444,2026-02-06 11:52:08.632,8.24788203,,,,,,,,,,,,,,
2026-02-06 11:52:08.732,445,2026-02-06 11:52:08.732,8.25606372,,,,,,,,,,,,,,
2026-02-06 11:52:08.832,446,2026-02-06 11:52:08.832,8.26420045,,,,,,,,,,,,,,
2026-02-06 11:52:08.932,447,2026-02-06 11:52:08.932,8.27231298,,,,,,,,,,,,,,
2026-02-06 11:52:09.032,448,2026-02-06 11:52:09.032,8.28038765,,,,,,,,,,,,,,
2026-02-06 11:52:09.132,449,2026-02-06 11:52:09.132,8.28843977,,,,,,,,,,,,,,
2026-02-06 11:52:09.232,450,2026-02-06 11:52:09.232,8.29645506,,,,,,,,,,,,,,
2026-02-06 11:52:09.332,451,2026-02-06 11:52:09.332,8.30444165,,,,,,,,,,,,,,
2026-02-06 11:52:09.432,452,2026-02-06 11:52:09.432,8.31239426,,,,,,,,,,,,,,
2026-02-06 11:52:09.580,453,2026-02-06 11:52:09.580,8.324119,,,,,,,,,,,,,,
2026-02-06 11:52:09.632,454,2026-02-06 11:52:09.632,8.32821231,,,,,,,,,,,,,,
2026-02-06 11:52:09.732,455,2026-02-06 11:52:09.732,8.33607375,,,,,,,,,,,,,,
2026-02-06 11:52:09.832,456,2026-02-06 11:52:09.832,8.34390398,,,,,,,,,,,,,,
2026-02-06 11:52:09.932,457,2026-02-06 11:52:09.932,8.35170894,,,,,,,,,,,,,,
2026-02-06 11:52:10.147,458,2026-02-06 11:52:10.147,8.36841616,,,,,,,,,,,,,,
2026-02-06 11:52:10.232,459,2026-02-06 11:52:10.232,8.37493994,,,,,,,,,,,,,,
2026-02-06 11:52:10.332,460,2026-02-06 11:52:10.332,8.3826169,,,,,,,,,,,,,,
2026-02-06 11:52:10.482,461,2026-02-06 11:52:10.482,8.39409714,,,,,,,,,,,,,,
2026-02-06 11:52:10.532,462,2026-02-06 11:52:10.532,8.39788837,,,,,,,,,,,,,,
2026-02-06 11:52:10.632,463,2026-02-06 11:52:10.632,8.40547612,,,,,,,,,,,,,,
2026-02-06 11:52:10.732,464,2026-02-06 11:52:10.732,8.41304151,,,,,,,,,,,,,,
2026-02-06 11:52:10.832,465,2026-02-06 11:52:10.832,8.42056665,,,,,,,,,,,,,,
2026-02-06 11:52:10.932,466,2026-02-06 11:52:10.932,8.42807188,,,,,,,,,,,,,,
2026-02-06 11:52:11.130,467,2026-02-06 11:52:11.130,8.44286196,,,,,,,,,,,,,,
2026-02-06 11:52:11.167,468,2026-02-06 11:52:11.167,8.44557295,,,,,,,,,,,,,,
2026-02-06 11:52:11.232,469,2026-02-06 11:52:11.232,8.45044662,,,,,,,,,,,,,,
2026-02-06 11:52:11.332,470,2026-02-06 11:52:11.332,8.45779267,,,,,,,,,,,,,,
2026-02-06 11:52:11.432,471,2026-02-06 11:52:11.432,8.46514911,,,,,,,,,,,,,,
2026-02-06 11:52:11.555,472,2026-02-06 11:52:11.555,8.4741574,,,,,,,,,,,,,,
2026-02-06 11:52:11.632,473,2026-02-06 11:52:11.632,8.47977987,,,,,,,,,,,,,,
2026-02-06 11:52:11.732,474,2026-02-06 11:52:11.732,8.48706039,,,,,,,,,,,,,,
2026-02-06 11:52:11.832,475,2026-02-06 11:52:11.832,8.49430347,,,,,,,,,,,,,,
2026-02-06 11:52:11.932,476,2026-02-06 11:52:11.932,8.50152194,,,,,,,,,,,,,,
2026-02-06 11:52:12.080,477,2026-02-06 11:52:12.080,8.51218441,,,,,,,,,,,,,,
2026-02-06 11:52:12.132,478,2026-02-06 11:52:12.132,8.51587697,,,,,,,,,,,,,,
2026-02-06 11:52:12.232,479,2026-02-06 11:52:12.232,8.52301086,,,,,,,,,,,,,,
2026-02-06 11:52:12.332,480,2026-02-06 11:52:12.332,8.53012043,,,,,,,,,,,,,,
2026-02-06 11:52:12.432,481,2026-02-06 11:52:12.432,8.53720142,,,,,,,,,,,,,,
2026-02-06 11:52:12.532,482,2026-02-06 11:52:12.532,8.54425671,,,,,,,,,,,,,,
2026-02-06 11:52:12.662,483,2026-02-06 11:52:12.662,8.55338512,,,,,,,,,,,,,,
2026-02-06 11:52:12.732,484,2026-02-06 11:52:12.732,8.55828367,,,,,,,,,,,,,,
2026-02-06 11:52:12.832,485,2026-02-06 11:52:12.832,8.56525734,,,,,,,,,,,,,,
2026-02-06 11:52:12.932,486,2026-02-06 11:52:12.932,8.572204,,,,,,,,,,,,,,
2026-02-06 11:52:13.119,487,2026-02-06 11:52:13.119,8.58511687,,,,,,,,,,,,,,
2026-02-06 11:52:13.155,488,2026-02-06 11:52:13.155,8.58762946,,,,,,,,,,,,,,
2026-02-06 11:52:13.232,489,2026-02-06 11:52:13.232,8.5928893,,,,,,,,,,,,,,
2026-02-06 11:52:13.332,490,2026-02-06 11:52:13.332,8.59972861,,,,,,,,,,,,,,
2026-02-06 11:52:13.432,491,2026-02-06 11:52:13.432,8.60654296,,,,,,,,,,,,,,
2026-02-06 11:52:13.587,492,2026-02-06 11:52:13.587,8.61706989,,,,,,,,,,,,,,
2026-02-06 11:52:13.650,493,2026-02-06 11:52:13.650,8.62132532,,,,,,,,,,,,,,
2026-02-06 11:52:13.732,494,2026-02-06 11:52:13.732,8.62683264,,,,,,,,,,,,,,
2026-02-06 11:52:13.832,495,2026-02-06 11:52:13.832,8.63354153,,,,,,,,,,,,,,
2026-02-06 11:52:13.932,496,2026-02-06 11:52:13.932,8.64022357,,,,,,,,,,,,,,
2026-02-06 11:52:14.065,497,2026-02-06 11:52:14.065,8.64907653,,,,,,,,,,,,,,
2026-02-06 11:52:14.136,498,2026-02-06 11:52:14.136,8.65376213,,,,,,,,,,,,,,
2026-02-06 11:52:14.232,499,2026-02-06 11:52:14.232,8.66012728,,,,,,,,,,,,,,
2026-02-06 11:52:14.332,500,2026-02-06 11:52:14.332,8.66671262,,,,,,,,,,,,,,
